origin,Beijing,Tianjin,Shijiazhuang,Tangshan,Qinhuangdao,Handan,Xingtai,Baoding,Zhangjiakou,Chengde,Cangzhou,Langfang,Hengshui,Taiyuan,Datong,Yangquan,Changzhi,Jincheng,Shuozhou,Jinzhong,Yuncheng,Xinzhou,Linfen,Luliang,Hohhot,Baotou,Wuhai,Chifeng,Tongliao,Erdos,Hulunbeir,Bayannaoer,Ulanchabu,Shenyang,Dalian,Anshan,Fushun,Benxi,Dandong,Jinzhou,Yingkou,Fuxin,Liaoyang,Panjin,Tieling,Chaoyang,Huludao,Changchun,Jilin,Siping,Liaoyuan,Tonghua,Baishan,Baicheng,Harbin,Qiqihar,Jixi,Hegang,Shuangyashan,Daqing,Yichun1,Jiamusi,Qitaihe,Mudanjiang,Heihe,Shanghai,Nanjing,Wuxi,Xuzhou,Changzhou,Suzhou1,Nantong,Lianyungang,Huaian,Yancheng,Yangzhou,Zhenjiang,Taizhou4,Suqian,Hangzhou,Ningbo,Wenzhou,Jiaxing,Huzhou,Shaoxing,Jinhua,Quzhou,Zhoushan,Taizhou2,Lishui,Hefei,Wuhu,Bengbu,Huainan,Maanshan,Huaibei,Tongling,Anqing,Huangshan,Chuzhou,Fuyang,Suzhou4,Liuan,Bozhou,Chizhou,Xuancheng,Fuzhou2,Xiamen,Putian,Sanming,Quanzhou,Zhangzhou,Nanping,Longyan,Ningde,Nanchang,Jingdezhen,Pingxiang,Jiujiang,Xinyu,Yingtan,Ganzhou,JiAn,Yichun2,Fuzhou3,Shangrao,JiNan,Qingdao,Zibo,Zaozhuang,Dongying,Yantai,Weifang,Jining,Taian,Weihai,Rizhao,Laiwu,Linyi,Dezhou,Liaocheng,Binzhou,Heze,Zhengzhou,Kaifeng,Luoyang,Pingdingshan,Anyang,Hebi,Xinxiang,Jiaozuo,Puyang,Xuchang,Luohe,Sanmenxia,Nanyang,Shangqiu,Xinyang,Zhoukou,Zhumadian,Wuhan,Huangshi,Shiyan,Yichang,Xiangfan,Ezhou,Jingmen,Xiaogan,Jingzhou,Huanggang,Xianning,Suizhou,Changsha,Zhuzhou,Xiangtan,Hengyang,Shaoyang,Yueyang,Changde,Zhangjiajie,Yiyang,Chenzhou,Yongzhou,Huaihua,Loudi,Guangzhou,Shaoguan,Shenzhen,Zhuhai,Shantou,Foshan,Jiangmen,Zhanjiang,Maoming,Zhaoqing,Huizhou,Meizhou,Shanwei,Heyuan,Yangjiang,Qingyuan,Dongguan,Zhongshan,Jieyang,Nanning,Liuzhou,Guilin,Wuzhou,Beihai,Fangchenggang,Qinzhou,Guigang,Yulin4,Baise,Hezhou,Hechi,Laibin,Chongzuo,Haikou,Sanya,Chongqing,Chengdu,Zigong,Panzhihua,Luzhou,Deyang,Mianyang,Guangyuan,Suining,Neijiang,Leshan,Nanchong,Meishan,Yibin,GuangAn,Dazhou,Yaan,Bazhong,Ziyang,Guiyang,Zunyi,Kunming,Qujing,Yuxi,Baoshan,Zhaotong,Lijiang,Simao,Lincang,XiAn,Tongchuan,Baoji,Xianyang,Weinan,YanAn,Hanzhong,Yulin2,Ankang,Shangluo,Lanzhou,Jiayuguan,Jinchang,Baiyin,Tianshui,Wuwei,Zhangye,Pingliang,Jiuquan,Qingyang,Dingxi,Longnan,Xining,Yinchuan,Shizuishan,Wuzhong,Guyuan,Zhongwei,Urumqi,Karamay
Lishui,16.313,15.065,15.284,15.833,17.157,14.611,14.832,15.696,18.737,17.526,14.434,15.933,14.039,16.717,18.52,16.02,14.994,14.202,19.194,16.622,15.263,17.666,16.231,17.452,20.743,22.062,23.867,19.766,22.379,21.218,30.834,24.479,19.683,20.505,22.434,20.454,21.37,21.339,22.187,18.825,20.21,19.997,21.291,19.617,21.43,19.446,18.813,23.172,24.009,22.646,22.649,22.836,23.577,26.033,25.533,27.217,28.944,29.541,30.744,26.361,29.228,28.907,29.851,27.554,31.275,5.717,6.801,5.628,10.36,6.32,5.89,6.041,9.181,8.307,7.72,7.015,7.922,7.133,9.633,3.788,4.073,2.442,5.085,5.117,3.516,2.431,3.213,5.861,4.033,0.0,8.343,6.892,8.628,9.523,6.521,11.272,7.799,7.108,4.557,7.445,10.207,9.155,8.408,10.328,8.853,6.159,6.206,9.728,7.758,6.455,8.551,9.408,4.969,8.604,5.399,6.482,4.886,8.232,6.23,7.306,5.439,9.37,7.63,7.919,6.543,4.639,12.507,11.588,12.298,10.462,13.456,13.249,12.539,11.326,12.207,14.723,10.375,11.506,10.29,13.568,13.11,13.293,12.526,13.357,12.854,13.323,12.175,13.986,14.099,13.139,13.377,13.541,12.179,11.406,14.677,12.891,11.01,10.507,10.918,11.521,8.392,7.877,12.873,12.299,11.327,7.858,10.775,9.567,10.729,8.979,8.511,10.176,9.503,9.332,9.181,10.342,10.855,9.476,10.835,12.603,10.348,11.592,11.439,12.696,10.248,13.284,11.171,13.357,14.642,11.026,13.586,14.214,17.073,16.779,13.495,12.145,9.236,13.163,11.035,15.136,13.387,13.738,14.222,10.448,17.718,15.276,13.937,16.258,18.775,19.499,18.081,17.041,16.985,19.274,15.328,17.507,16.381,19.161,20.893,24.701,15.744,20.155,19.764,25.97,20.208,19.997,19.612,19.385,18.371,19.837,20.56,18.201,21.376,20.26,17.567,16.975,21.376,19.302,19.331,17.247,17.247,22.543,20.801,23.922,28.065,22.772,28.448,25.397,28.0,16.108,16.516,18.326,16.068,16.007,18.82,17.679,19.348,15.554,14.766,21.296,28.844,24.809,22.926,20.199,24.597,27.125,18.68,28.537,18.369,20.689,21.342,23.918,22.053,23.7,21.944,20.538,22.658,39.824,42.608
Hefei,10.906,9.873,9.498,10.75,12.074,8.416,8.983,10.111,13.152,12.443,8.879,10.585,8.454,10.357,12.935,10.234,8.634,7.842,12.905,10.262,8.829,11.343,9.871,11.093,15.157,15.699,17.428,14.683,17.296,14.858,25.751,18.116,14.098,15.422,17.351,15.371,16.287,16.256,17.104,13.741,15.127,14.914,16.208,14.534,16.347,14.363,13.73,18.089,18.926,17.563,17.566,17.753,18.494,20.95,20.45,22.134,23.861,24.458,25.661,21.278,24.144,23.824,24.768,22.471,26.192,5.374,2.798,3.936,4.483,4.086,4.954,4.957,5.545,4.45,5.166,3.705,4.826,4.218,5.301,4.705,6.535,8.599,5.553,4.655,5.551,6.715,6.758,8.099,8.887,8.343,0.0,2.507,2.462,2.793,2.243,5.178,3.784,2.892,4.663,3.08,3.387,3.056,1.569,4.21,4.965,3.067,10.275,12.62,11.897,9.499,11.614,11.715,8.603,10.576,10.591,5.18,4.242,7.586,3.611,6.676,6.049,9.223,7.054,7.294,6.66,6.955,7.086,7.859,7.843,4.676,9.025,9.52,8.388,5.231,6.903,10.994,6.646,7.004,5.949,7.983,7.015,8.628,6.417,6.923,6.527,6.889,5.741,7.765,7.879,6.864,7.017,7.321,5.745,4.972,8.243,6.365,4.901,3.98,4.484,4.994,4.232,4.431,7.668,8.08,6.46,4.413,6.475,5.249,6.76,4.814,5.559,5.109,7.713,8.464,8.076,9.35,9.742,6.39,7.673,9.44,8.507,10.828,10.546,10.871,9.135,13.093,10.98,13.608,14.447,12.412,13.394,14.023,16.882,16.589,13.303,12.396,10.732,14.549,11.286,14.946,13.196,13.543,14.043,11.834,16.964,14.522,13.183,15.834,18.407,18.746,17.327,16.287,16.793,18.52,14.575,16.754,15.628,18.407,20.703,24.51,11.444,15.936,15.545,23.183,16.116,15.777,15.393,14.18,14.152,15.618,16.341,13.982,17.157,16.041,13.348,12.683,17.157,15.086,15.112,14.46,14.459,19.756,18.013,21.134,25.277,18.68,25.66,22.61,25.213,10.11,10.518,12.328,10.07,9.971,12.378,12.475,12.988,10.349,8.703,15.298,22.846,18.811,16.928,14.201,18.599,21.127,12.682,22.539,12.371,14.691,16.137,17.921,15.615,17.261,15.645,14.54,16.66,33.826,36.61
Wuhu,11.655,10.427,10.244,11.195,12.519,9.263,9.729,10.857,13.898,12.888,9.624,11.29,9.199,11.338,13.681,10.98,9.615,8.823,13.886,11.243,9.813,12.324,10.852,12.073,15.903,16.679,18.413,15.128,17.741,15.839,26.196,19.097,14.844,15.867,17.796,15.816,16.732,16.701,17.549,14.186,15.572,15.359,16.653,14.979,16.792,14.808,14.175,18.534,19.371,18.008,18.011,18.198,18.939,21.395,20.895,22.579,24.306,24.903,26.106,21.723,24.59,24.269,25.213,22.916,26.637,3.886,1.798,2.452,5.229,2.889,3.468,3.507,4.648,3.553,4.285,2.823,3.732,3.336,4.713,3.255,5.084,7.149,4.103,3.205,4.101,5.265,5.394,6.649,7.437,6.892,2.507,0.0,3.207,3.687,1.043,5.923,2.673,2.958,3.213,2.474,4.372,3.801,2.573,4.978,4.121,1.616,9.851,12.355,11.473,9.234,11.349,11.451,8.338,10.311,10.045,5.553,3.977,7.958,4.077,7.048,5.784,9.595,7.426,7.666,6.585,5.913,7.827,7.055,7.66,5.393,8.923,8.716,8.006,5.977,7.574,10.189,5.842,6.868,5.652,8.728,7.761,8.655,7.175,7.908,7.512,7.873,6.726,8.635,8.748,7.788,7.998,8.19,6.73,5.957,9.228,7.368,5.659,4.984,5.469,5.998,5.236,4.967,8.672,9.083,7.463,4.948,7.479,6.252,7.763,5.817,6.358,6.112,8.499,9.058,8.767,10.044,10.432,7.269,8.626,10.394,9.344,11.323,11.165,11.825,9.825,13.465,11.352,13.923,14.82,12.148,13.766,14.396,17.255,16.961,13.675,12.712,10.468,14.284,11.601,15.318,13.568,13.916,14.415,11.569,17.444,15.002,13.663,16.313,18.887,19.225,17.807,16.767,17.165,19.0,15.055,17.233,16.107,18.887,21.075,24.882,12.447,16.94,16.549,24.136,17.119,16.781,16.396,15.184,15.156,16.621,17.345,14.986,18.161,17.045,14.352,13.686,18.16,16.089,16.116,15.413,15.413,20.709,18.967,22.088,26.231,19.684,26.614,23.563,26.166,11.114,11.522,13.332,11.073,10.963,13.363,13.478,13.969,11.353,9.707,16.302,23.85,19.815,17.931,15.205,19.603,22.131,13.686,23.543,13.375,15.695,17.141,18.924,16.6,18.246,16.63,15.544,17.664,34.829,37.613
Bengbu,9.241,8.208,7.833,9.085,10.409,6.852,7.318,8.446,11.487,10.778,7.214,8.92,6.788,8.953,11.27,8.569,7.229,6.438,11.5,8.858,7.438,9.939,8.467,9.688,13.492,14.294,16.038,13.018,15.631,13.454,24.085,16.711,12.433,13.756,15.686,13.706,14.621,14.591,15.439,12.076,13.462,13.249,14.543,12.869,14.682,12.697,12.064,16.424,17.261,15.897,15.901,16.087,16.829,19.285,18.784,20.469,22.195,22.792,23.995,19.613,22.479,22.159,23.103,20.806,24.526,5.148,2.556,3.745,2.818,3.737,4.869,4.571,3.967,3.908,4.671,3.211,4.34,3.723,3.56,4.991,6.571,8.885,5.474,4.927,5.837,7.0,7.396,8.112,9.172,8.628,2.462,3.207,0.0,1.744,2.77,3.513,4.765,3.873,5.441,2.204,2.638,1.391,2.285,2.567,5.947,3.767,11.256,13.601,12.878,10.48,12.595,12.697,9.584,11.557,11.572,6.162,5.223,8.567,4.592,7.657,7.03,10.204,8.035,8.275,7.641,7.937,5.42,6.194,6.177,3.011,7.359,7.855,6.723,3.566,5.238,9.329,4.981,5.338,4.284,6.318,5.35,6.962,4.764,5.533,5.092,5.498,4.351,6.224,6.338,5.377,5.613,5.779,4.355,3.582,6.853,5.795,3.248,4.694,3.094,4.334,4.948,5.413,7.416,8.796,6.373,5.408,7.191,5.965,7.476,5.53,6.275,5.787,8.429,9.18,8.792,10.066,10.458,7.106,8.389,10.156,9.223,11.544,11.262,11.587,9.851,14.074,11.961,14.589,15.429,13.394,14.376,15.005,17.864,17.57,14.284,13.377,11.714,15.53,12.267,15.927,14.177,14.525,15.024,12.815,17.681,15.238,13.9,16.55,19.123,19.462,18.043,17.004,17.606,19.236,15.291,17.47,16.344,19.123,21.684,25.491,12.16,16.649,16.261,23.899,16.832,15.934,15.488,13.869,14.868,16.334,17.057,14.698,17.873,16.757,14.064,12.431,17.873,14.871,15.828,15.176,15.175,20.472,18.729,21.85,25.993,19.396,26.376,23.326,25.929,9.349,9.338,11.66,9.314,8.595,10.988,12.165,11.584,10.097,8.451,14.302,21.851,17.816,15.932,13.533,17.603,20.131,11.686,21.544,11.375,13.696,15.838,16.925,14.225,15.871,14.255,13.545,15.664,32.83,35.614
Huainan,10.196,9.163,8.789,10.04,11.364,7.648,8.268,9.401,12.443,11.733,8.169,9.876,7.744,9.589,12.225,9.524,7.866,7.074,12.137,9.495,8.061,10.575,9.104,10.325,14.448,14.931,16.661,13.973,16.586,14.09,25.041,17.348,13.388,14.712,16.641,14.661,15.577,15.546,16.394,13.032,14.417,14.204,15.498,13.825,15.637,13.653,13.02,17.379,18.216,16.853,16.856,17.043,17.784,20.24,19.74,21.425,23.151,23.748,24.951,20.569,23.435,23.114,24.058,21.761,25.482,6.17,3.578,4.768,3.773,4.76,5.892,5.594,4.922,4.931,5.694,4.233,5.362,4.746,4.583,5.885,7.594,9.779,6.496,5.835,6.731,7.895,8.026,9.135,10.067,9.523,2.793,3.687,1.744,0.0,3.423,4.468,5.052,4.159,5.914,3.227,2.619,2.346,2.38,3.443,6.233,4.247,11.543,13.887,13.164,10.766,12.882,12.983,9.87,11.844,11.858,6.448,5.51,8.853,4.879,7.943,7.316,10.49,8.322,8.561,7.927,8.223,6.376,7.15,7.133,3.967,8.315,8.811,7.679,4.522,6.193,10.284,5.937,6.294,5.239,7.273,6.306,7.918,5.649,6.155,5.759,6.121,4.973,6.998,7.111,6.096,6.25,6.553,4.977,4.204,7.475,6.355,4.133,4.748,3.716,4.316,5.043,5.611,7.659,8.89,6.615,5.558,7.286,6.059,7.57,5.624,6.369,5.769,8.523,9.274,8.887,10.16,10.552,7.2,8.483,10.251,9.317,11.639,11.356,11.682,9.945,14.361,12.248,14.875,15.715,13.68,14.662,15.291,18.15,17.856,14.571,13.663,12.0,15.816,12.553,16.214,14.463,14.811,15.31,13.102,17.775,15.333,13.994,16.644,19.217,19.556,18.138,17.098,17.7,19.331,15.385,17.564,16.438,19.218,21.97,25.778,12.254,16.747,16.356,23.993,16.926,16.235,15.789,14.17,14.963,16.428,17.152,14.793,17.968,16.852,14.158,12.673,17.967,15.113,15.923,15.27,15.27,20.566,18.824,21.945,26.088,19.491,26.471,23.42,26.023,9.971,9.96,12.283,9.936,9.217,11.611,12.465,12.22,10.339,8.693,14.925,22.473,18.438,16.555,14.156,18.226,20.754,12.309,22.166,11.998,14.318,16.127,17.548,14.847,16.494,14.878,14.167,16.287,33.453,36.237
Maanshan,10.812,9.564,9.709,10.331,11.655,8.753,9.22,10.163,13.204,12.025,8.9,10.431,8.505,10.859,12.987,10.445,9.136,8.344,13.407,10.765,9.405,11.845,10.373,11.595,15.209,16.201,18.002,14.265,16.878,15.36,25.332,18.618,14.15,15.003,16.933,14.953,15.868,15.838,16.686,13.323,14.709,14.496,15.789,14.116,15.929,13.944,13.311,17.67,18.507,17.144,17.148,17.334,18.075,20.532,20.031,21.716,23.442,24.039,25.242,20.86,23.726,23.406,24.35,22.052,25.773,3.415,0.934,1.989,4.515,2.141,3.019,3.022,3.785,2.689,3.421,1.959,2.869,2.472,3.85,2.884,4.71,6.778,3.704,2.82,3.73,4.893,5.291,6.256,7.065,6.521,2.243,1.043,2.77,3.423,0.0,5.414,2.652,2.937,3.187,1.611,4.107,3.297,2.309,4.471,4.1,1.509,9.825,12.333,11.447,9.213,11.328,11.429,8.317,10.29,9.877,5.531,3.956,7.937,4.056,7.027,5.763,9.574,7.405,7.645,6.564,5.887,7.003,6.191,6.797,4.633,8.059,7.852,7.142,5.468,6.711,9.326,4.978,6.005,4.788,8.034,7.252,7.792,6.668,7.499,6.996,7.465,6.317,8.128,8.241,7.281,7.519,7.683,6.321,5.548,8.819,7.104,5.152,4.719,5.06,5.733,4.971,4.945,8.408,8.819,7.199,4.927,7.214,5.988,7.499,5.553,6.298,5.848,8.451,9.037,8.746,10.023,10.411,7.129,8.412,10.179,9.246,11.302,11.144,11.61,9.804,13.444,11.331,13.902,14.798,12.126,13.745,14.374,17.233,16.94,13.654,12.69,10.446,14.263,11.58,15.297,13.547,13.894,14.394,11.548,17.423,14.981,13.642,16.292,18.865,19.204,17.786,16.746,17.144,18.979,15.033,17.212,16.086,18.866,21.054,24.861,12.183,16.675,16.284,23.922,16.855,16.517,16.132,14.919,14.891,16.357,17.08,14.721,17.896,16.78,14.087,13.422,17.896,15.825,15.851,15.199,15.198,20.495,18.752,21.873,26.016,19.419,26.399,23.349,25.952,10.849,11.236,13.067,10.809,10.561,12.955,13.214,13.49,11.088,9.442,16.037,23.585,19.55,17.667,14.94,19.338,21.866,13.421,23.278,13.11,15.431,16.876,18.66,16.189,17.835,16.219,15.28,17.399,34.565,37.349
Huaibei,9.058,8.025,7.65,8.902,10.226,6.67,7.135,8.263,11.304,10.595,7.031,8.737,6.605,8.78,11.087,8.386,7.057,6.265,11.328,8.686,7.867,9.766,8.294,9.516,13.309,14.122,16.006,12.835,15.448,13.281,23.902,16.539,12.25,13.573,15.503,13.523,14.438,14.408,15.256,11.893,13.279,13.066,14.36,12.686,14.499,12.514,11.881,16.241,17.077,15.714,15.718,15.904,16.646,19.102,18.601,20.286,22.012,22.609,23.812,19.43,22.296,21.976,22.92,20.623,24.343,7.551,5.2,6.299,2.637,6.381,7.509,6.495,3.8,4.065,5.121,5.724,6.954,5.819,3.667,7.635,9.066,11.529,7.969,7.571,8.481,9.644,10.04,10.607,11.816,11.272,5.178,5.923,3.513,4.468,5.414,0.0,7.481,6.589,8.157,4.848,4.105,2.303,4.955,2.603,8.663,6.483,13.972,16.317,15.594,13.196,15.311,15.413,12.3,14.273,14.288,8.878,7.939,11.283,7.308,10.373,9.746,12.92,10.751,10.991,10.357,10.653,5.237,6.027,5.997,2.831,7.176,7.688,6.543,3.383,5.057,9.162,4.814,5.158,4.103,6.135,5.167,6.779,4.589,5.645,4.917,5.906,5.032,6.049,6.162,5.202,5.44,5.604,4.751,4.263,7.282,6.476,3.073,5.999,3.887,5.134,7.337,7.905,8.098,9.944,7.054,7.852,8.141,8.274,9.042,7.919,8.664,6.977,10.818,11.569,11.181,12.455,12.847,9.495,10.251,12.017,11.136,13.933,13.651,13.448,12.24,16.79,14.677,17.305,18.145,16.11,17.091,17.721,20.58,20.286,17.0,16.093,14.43,18.246,14.983,18.643,16.893,17.241,17.74,15.531,20.069,17.627,16.288,18.939,21.512,21.851,20.432,19.392,19.995,21.625,17.68,19.859,18.733,21.512,24.4,28.207,13.061,17.089,17.409,25.645,17.98,16.363,15.917,14.298,16.016,17.482,18.205,15.619,18.748,17.905,15.212,13.112,18.371,15.532,16.976,17.036,17.036,22.332,20.59,23.711,27.854,20.544,28.237,25.186,27.789,9.777,9.766,12.089,9.743,9.024,11.044,12.594,11.411,10.778,9.132,14.731,22.279,18.245,16.361,13.962,18.032,20.56,12.115,21.973,11.804,14.125,16.267,17.354,14.192,15.839,14.223,13.974,15.735,33.259,36.043
Tongling,13.205,12.036,11.802,12.804,14.128,10.63,11.249,12.415,15.456,14.497,11.182,12.853,10.757,12.571,15.239,12.538,10.848,10.056,15.119,12.477,11.043,13.557,12.085,13.307,17.437,17.913,19.642,16.737,19.35,17.072,27.804,20.33,16.402,17.476,19.405,17.425,18.34,18.31,19.158,15.795,17.181,16.968,18.262,16.588,18.401,16.417,15.784,20.143,20.98,19.617,19.62,19.807,20.548,23.004,22.504,24.188,25.915,26.512,27.715,23.332,26.198,25.878,26.822,24.525,28.246,5.437,3.407,4.004,6.787,4.441,5.02,5.059,6.257,5.162,5.893,4.432,5.341,4.945,6.322,4.372,6.202,8.267,5.22,4.322,5.219,5.942,5.53,7.767,8.554,7.799,3.784,2.673,4.765,5.052,2.652,7.481,0.0,2.993,3.347,4.083,5.601,5.359,3.755,6.425,4.156,2.741,9.985,12.39,11.607,9.269,11.384,11.486,8.373,10.346,10.178,5.588,4.012,7.993,4.112,7.083,5.819,9.63,7.461,7.701,6.62,6.047,9.382,8.663,9.269,7.0,10.532,10.325,9.614,7.535,9.183,11.798,7.45,8.477,7.261,10.286,9.319,10.264,8.631,9.137,8.741,9.103,7.955,9.98,10.093,9.078,9.232,9.535,7.959,7.186,10.457,8.55,7.115,6.165,6.698,7.18,5.517,5.002,9.854,9.424,8.451,4.983,7.9,6.692,7.853,6.042,6.393,7.256,8.534,9.093,8.802,10.079,10.467,7.304,8.663,10.43,9.379,11.358,11.2,11.861,9.86,13.5,11.387,13.958,14.855,12.183,13.801,14.431,17.29,16.996,13.71,12.747,10.503,14.319,11.636,15.353,13.603,13.951,14.45,11.604,17.479,15.037,13.698,16.348,18.922,19.26,17.842,16.802,17.2,19.035,15.09,17.268,16.142,18.922,21.11,24.917,12.868,17.28,16.889,24.173,17.46,17.121,16.737,16.365,15.496,16.961,17.685,15.326,18.501,17.385,14.692,14.099,18.5,16.427,16.456,15.45,15.45,20.746,19.003,22.124,26.267,20.024,26.651,23.6,26.203,12.295,12.703,14.513,12.255,12.177,14.593,14.66,15.202,12.534,10.888,17.483,25.031,20.997,19.113,16.386,20.784,23.312,14.867,24.724,14.556,16.877,18.322,20.106,17.829,19.475,17.86,16.726,18.845,36.011,38.795
Anqing,12.317,11.284,10.91,12.161,13.485,9.65,10.269,11.522,14.564,13.854,10.29,11.997,9.865,11.591,14.356,11.645,9.868,9.076,14.139,11.496,10.063,12.577,11.105,12.327,16.521,16.933,18.662,16.094,18.707,16.092,27.162,19.35,15.509,16.833,18.762,16.782,17.698,17.667,18.515,15.153,16.538,16.325,17.619,15.946,17.758,15.774,15.141,19.5,20.337,18.974,18.977,19.164,19.905,22.361,21.861,23.546,25.272,25.869,27.072,22.69,25.556,25.235,26.179,23.882,27.603,5.723,3.692,4.289,5.894,4.727,5.305,5.344,6.543,5.447,6.179,4.717,5.627,5.23,6.605,4.658,6.487,8.241,5.506,4.608,5.504,5.251,4.838,8.052,8.629,7.108,2.892,2.958,3.873,4.159,2.937,6.589,2.993,0.0,2.894,4.336,4.674,4.467,2.878,5.52,3.048,3.026,8.355,10.699,9.976,7.578,9.694,9.795,6.682,8.656,8.67,3.732,2.322,6.137,2.162,5.227,4.128,7.774,5.605,5.845,4.929,5.035,8.497,8.949,9.254,6.088,10.436,10.61,9.8,6.643,8.315,12.084,7.736,8.415,7.36,9.394,8.427,10.039,7.726,8.157,7.761,8.123,6.975,8.999,9.113,8.098,8.251,8.555,6.979,6.206,9.477,7.515,6.21,5.131,5.718,6.145,3.498,2.983,7.979,7.405,6.433,2.964,5.881,4.673,5.834,4.023,4.452,5.282,6.612,7.237,6.914,8.188,8.58,5.285,6.644,8.411,7.446,9.503,9.344,9.843,7.973,11.645,9.531,12.159,12.999,10.492,11.946,12.575,15.434,15.14,11.855,10.947,8.812,12.628,9.837,13.497,11.747,12.095,12.594,9.914,15.623,13.181,11.842,14.492,17.066,17.405,15.986,14.946,15.345,17.179,13.234,15.413,14.287,17.066,19.254,23.062,10.85,15.261,14.87,22.154,15.441,15.102,14.718,14.491,13.477,14.943,15.666,13.307,16.482,15.366,12.673,12.081,16.481,14.408,14.437,13.431,13.431,18.727,16.985,20.106,24.249,18.005,24.632,21.581,24.184,11.214,11.622,13.432,11.173,11.113,13.612,12.785,14.222,10.66,9.84,16.402,23.95,19.915,18.031,15.305,19.703,22.231,13.786,23.643,13.475,15.795,16.448,19.024,16.849,18.495,16.879,15.644,17.764,34.929,37.714
Huangshan,13.819,12.571,12.477,13.339,14.663,11.312,11.931,13.111,16.152,15.032,11.879,13.439,11.453,13.253,15.935,13.213,11.53,10.738,15.801,13.158,11.724,14.239,12.767,13.988,18.148,18.594,20.324,17.272,19.885,17.754,28.34,21.012,17.098,18.011,19.94,17.96,18.876,18.845,19.693,16.331,17.716,17.503,18.797,17.123,18.936,16.952,16.319,20.678,21.515,20.152,20.155,20.342,21.083,23.539,23.039,24.723,26.45,27.047,28.25,23.868,26.734,26.413,27.357,25.06,28.781,4.373,3.942,3.986,7.426,4.426,4.447,4.598,6.788,5.697,6.0,4.539,5.446,5.052,6.857,2.368,4.319,5.69,3.878,3.682,3.226,2.7,2.287,6.08,6.078,4.557,4.663,3.213,5.441,5.914,3.187,8.157,3.347,2.894,0.0,4.619,6.373,6.035,4.55,7.197,4.558,2.743,6.742,10.126,8.364,6.853,9.121,9.458,5.367,8.318,6.936,3.796,1.691,6.184,3.023,5.259,3.589,7.799,5.646,5.872,4.592,2.805,10.011,9.194,9.805,7.574,11.063,10.856,10.145,8.211,9.718,12.329,7.981,9.012,7.796,10.983,9.995,10.799,9.405,9.819,9.423,9.784,8.637,10.661,10.775,9.76,9.913,10.216,8.64,7.867,11.139,9.177,7.89,6.792,7.379,7.807,5.137,4.622,9.618,9.044,8.072,4.604,7.52,6.313,7.474,5.685,5.304,6.921,7.288,7.284,7.134,8.294,8.808,6.269,7.628,9.396,8.133,9.55,9.391,10.649,8.201,11.685,9.572,11.931,13.04,10.155,11.987,12.616,15.475,15.181,11.895,10.719,8.475,12.291,9.609,13.538,11.788,12.136,12.635,9.577,15.671,13.228,11.89,14.54,17.113,17.452,16.033,14.994,15.385,17.226,13.281,15.46,14.334,17.113,19.295,23.102,12.489,16.901,16.51,23.138,17.08,16.742,16.357,16.13,15.116,16.582,17.305,14.946,18.121,17.005,14.312,13.722,18.121,16.05,16.077,14.415,14.415,19.711,17.969,21.09,25.233,19.645,25.616,22.565,25.168,12.853,13.261,15.071,12.813,12.752,15.274,14.425,15.884,12.299,11.486,18.041,25.589,21.554,19.671,16.944,21.342,23.87,15.425,25.282,15.114,17.434,18.087,20.664,18.511,20.157,18.541,17.283,19.403,36.569,39.353
