source,target,distance
MTL,BNS,1.8
MTL,NSH,1.41
MTM,DVP,5.83
MTM,WAM,4.36
MTN,DCH,8.81
MTN,WOO,6.8
MTO,GYP,1.69
MTO,JCH,1.07
MTP,RDA,0.82
MTP,SRD,1.47
MTS,ABD,52.98
MTS,ARB,18.48
MTS,LAU,12.89
MTS,STN,32.0
MTV,BIO,1.48
MTV,CML,1.48
MUB,DUN,35.59
MUB,EDB,7.46
MUB,WAF,3.7
MUI,CCT,1.16
MUI,WLM,2.08
MVL,GMV,1.8
MVL,WOF,10.23
MYB,BAN,99.98
MYB,BCF,34.64
MYB,BCS,80.12
MYB,BIT,79.41
MYB,DNM,23.92
MYB,GER,28.08
MYB,HDM,60.42
MYB,HOH,13.48
MYB,HWY,41.94
MYB,NLT,14.1
MYB,PRR,51.76
MYB,WCX,9.19
MYB,WRU,19.68
MYH,KVD,0.63
MYH,SUM,0.67
MYL,FOG,1.33
MYL,SRA,0.84
MYT,HBD,2.05
MYT,SOW,5.44
MZH,GNW,1.34
MZH,WCB,1.02
NAN,CRE,6.47
NAN,SHR,42.06
NAN,WRE,7.07
NAN,WTC,14.69
NAR,KGT,7.53
NAR,WTL,8.03
NAY,HEI,1.93
NAY,SHD,3.41
NBA,HDW,2.22
NBA,OKL,1.3
NBC,CLK,0.98
NBC,LSY,0.91
NBE,CKY,5.13
NBE,LTH,3.87
NBN,WLG,1.71
NBR,HNK,12.09
NBR,LEI,8.52
NBR,SWS,4.84
NBT,KNG,1.18
NBT,NEM,2.17
NBW,DRM,6.72
NBY,HGD,13.28
NBY,KIT,8.56
NBY,NRC,1.05
NBY,PEW,31.7
NBY,RDG,25.27
NBY,TAU,130.77
NBY,THA,5.55
NCE,CLE,2.42
NCE,GMD,1.09
NCK,AUK,10.27
NCK,KRK,11.85
NCL,ALM,47.2
NCL,BWK,93.11
NCL,CLS,12.89
NCL,CRM,13.35
NCL,DAR,50.01
NCL,DHM,21.13
NCL,DOT,2.53
NCL,DUN,127.74
NCL,EDB,147.64
NCL,HEW,4.34
NCL,KGX,395.03
NCL,MAS,0.95
NCL,MCE,3.26
NCL,MPT,22.01
NCL,SUN,16.55
NCL,SVG,353.64
NCM,ASH,3.18
NCM,BAW,7.0
NCM,FNN,3.03
NCM,GLD,11.35
NCO,DIG,1.27
NCO,TOP,1.91
NCT,CLM,8.27
NCT,FSK,6.97
NCT,LOW,14.77
NCT,NOT,26.78
NCT,ROL,5.94
NDL,EDW,0.91
NDL,TUH,2.03
NEG,EKB,3.13
NEG,GBG,3.09
NEH,MTG,1.41
NEH,SID,2.31
NEI,PTT,5.82
NEL,BRF,1.92
NEL,CNE,3.07
NEM,BRS,1.81
NEM,NBT,2.17
NEM,RAY,1.89
NES,HSW,4.2
NES,HWB,8.52
NES,SHT,9.04
NET,BIN,8.58
NET,NOT,4.78
NET,RDF,3.21
NEW,BSU,0.99
NEW,SFI,2.18
NFA,ALN,4.89
NFA,SOF,5.18
NFD,KNN,2.25
NFD,LOB,1.68
NFL,GRV,2.98
NFL,SWM,1.09
NFN,BDT,14.7
NFN,DRF,3.32
NGT,RAI,4.23
NGT,SIT,4.76
NHD,CFT,1.73
NHD,LEW,2.68
NHD,PMR,1.21
NHE,AYL,1.52
NHE,SDA,1.97
NHL,BAV,2.12
NHL,GOX,3.19
NIT,BRR,2.5
NIT,PTL,1.07
NLN,BCB,1.83
NLN,BES,3.39
NLR,DLG,4.91
NLR,LWR,0.04
NLS,BRI,12.2
NLS,PSN,10.0
NLS,YAT,6.22
NLT,MYB,14.1
NLT,SRU,2.76
NLW,ECC,18.82
NLW,ERL,1.61
NLW,LEG,7.85
NLW,LIV,24.66
NLW,MAN,25.6
NLW,MCO,24.68
NLW,MCV,24.86
NLW,PAT,17.36
NLW,SHJ,6.11
NLW,WGN,10.14
NMC,CLY,4.9
NMC,MPL,5.26
NMC,SRN,2.12
NMK,BSE,20.99
NMK,CBG,18.93
NMK,DUL,4.85
NMK,KNE,7.21
NMN,DSL,2.26
NMN,FNV,1.78
NMP,LBK,13.8
NMP,MKC,24.35
NMP,WOL,20.33
NMT,IPS,12.88
NMT,SMK,5.59
NNG,CLM,7.67
NNG,DON,53.87
NNG,GRA,22.18
NNG,KGX,178.56
NNG,LCN,23.63
NNG,PBO,67.43
NNG,RET,27.75
NNP,CDF,1.53
NNP,WNG,2.35
NNT,GTA,5.49
NNT,GYP,0.85
NOA,AYR,1.76
NOA,PTW,3.15
NOR,CFD,5.27
NOR,WKK,4.86
NOT,ALF,22.65
NOT,BEE,5.02
NOT,BIN,13.08
NOT,BLW,6.71
NOT,BSB,17.26
NOT,BUJ,8.21
NOT,CTO,4.95
NOT,DBY,21.48
NOT,EMD,12.14
NOT,FSK,20.13
NOT,GRA,34.13
NOT,HKN,10.65
NOT,ILN,10.54
NOT,LBO,19.0
NOT,LEI,35.15
NOT,LGM,14.65
NOT,LOW,12.01
NOT,NCT,26.78
NOT,NET,4.78
NOT,RDF,7.4
NPD,BDI,4.76
NPD,BLE,2.81
NPD,LDS,8.83
NQU,DAM,3.02
NQU,INK,2.47
NQY,QUI,3.48
NRB,SRC,1.27
NRB,TTH,1.99
NRC,NBY,1.05
NRC,THA,4.51
NRD,DAR,1.8
NRD,HEI,7.0
NRN,FOR,15.23
NRN,IVA,12.09
NRT,BYS,2.44
NRT,SBS,4.28
NRW,ATL,22.95
NRW,BDA,8.98
NRW,BGA,7.58
NRW,CNY,14.96
NRW,DIS,30.8
NRW,HXM,11.97
NRW,OUN,32.26
NRW,SAH,7.85
NRW,TTF,44.51
NRW,WMD,14.54
NSB,COB,2.75
NSB,PEB,3.41
NSB,PEV,4.69
NSD,HKN,4.12
NSD,KKB,3.77
NSG,AAP,2.37
NSG,FPK,6.07
NSG,OKL,3.07
NSH,MTL,1.41
NSH,RMD,1.04
NTA,EXD,22.54
NTA,TGM,7.67
NTA,TOT,12.2
NTA,TQY,8.56
NTA,TRR,7.3
NTC,CDI,4.07
NTC,EXD,6.4
NTH,BNF,2.85
NTH,PTA,8.06
NTH,SKE,2.71
NTH,SWA,10.15
NTL,HME,0.97
NTL,SHO,2.9
NTL,WLS,3.65
NTN,BLT,3.75
NTN,CBL,2.5
NTN,KKH,2.29
NTR,DAR,21.94
NTR,EAG,22.63
NTR,THI,12.49
NTR,YRK,47.49
NTR,YRM,18.76
NUF,GDN,5.91
NUF,RDH,2.69
NUM,ENL,7.89
NUM,MRW,1.08
NUM,TOM,1.55
NUN,ATH,8.39
NUN,BEP,2.53
NUN,CEH,16.57
NUN,EUS,143.52
NUN,HNK,6.3
NUN,LEI,25.7
NUN,MAN,117.46
NUN,MKC,72.1
NUN,RUG,21.85
NUN,SOT,72.1
NUN,STA,54.07
NUT,BOH,2.52
NUT,SOB,1.78
NVH,BIP,2.23
NVH,NVN,0.56
NVN,BIP,2.55
NVN,LWS,8.97
NVN,NVH,0.56
NVN,SEE,4.4
NVR,ALT,0.92
NVR,SPT,12.03
NWA,CMR,14.01
NWA,GNT,5.98
NWA,HXM,11.38
NWA,WRT,4.6
NWB,SOK,0.9
NWB,WMB,1.26
NWD,ANZ,1.9
NWD,ECR,2.72
NWD,LBG,12.04
NWD,SRS,1.06
NWD,WCY,2.81
NWE,AUD,2.79
NWE,ESM,6.66
NWI,GBK,2.64
NWI,LTG,2.22
NWM,BCU,9.02
NWM,BMH,14.84
NWM,CHR,9.13
NWM,HNA,3.98
NWM,SWY,4.66
NWN,FLF,1.07
NWN,GDL,0.98
NWP,BPW,32.65
NWP,CDF,17.78
NWP,CPW,23.25
NWP,CWM,7.53
NWP,FIT,31.61
NWP,LYD,35.12
NWP,STJ,15.27
NWR,DLW,15.79
NWR,KIN,4.55
NWT,CWS,8.21
NWT,WLP,19.88
NWX,DEP,0.54
NWX,LBG,4.82
NWX,MZH,2.62
NWX,PLU,8.26
NWX,SAJ,1.06
NWX,SQE,2.11
NXG,BCY,1.19
NXG,LBG,4.53
NXG,SQE,2.02
OBN,CON,7.02
OCK,CFH,4.05
OCK,UPM,4.94
OHL,CRA,2.33
OHL,ROW,1.86
OKE,CDI,25.04
OKL,NBA,1.3
OKL,NSG,3.07
OKM,COR,20.71
OKM,MMO,14.17
OKM,SMD,17.34
OKN,TFC,1.5
OKN,WLN,4.6
OLD,EXR,1.74
OLD,MOG,0.71
OLF,BTH,1.62
OLF,KYN,8.99
OLT,ACG,1.56
OLT,SOL,2.89
OLY,HLM,3.44
OLY,WNH,6.54
OMS,AUG,1.83
OMS,BCJ,4.25
OPK,AIN,1.42
OPK,WAO,0.65
ORE,HGS,1.49
ORE,TOK,4.07
ORE,WSE,10.75
ORN,AIN,1.48
ORN,MAG,2.56
ORP,CLD,2.37
ORP,LBG,18.97
ORP,PET,1.96
ORP,SEV,12.53
ORR,PEM,2.64
ORR,UPL,2.13
OTF,BBL,2.61
OTF,BRG,7.93
OTF,KMS,3.94
OTF,SAY,9.13
OTF,SEH,2.19
OUN,LWT,2.33
OUN,SYT,5.61
OUS,BCC,9.47
OUS,LWT,2.88
OUT,LDS,9.22
OUT,WKF,3.71
OVE,ELP,1.9
OVE,LTT,1.24
OVR,BSK,12.13
OVR,WCH,5.75
OXF,BAN,34.36
OXF,DID,15.97
OXF,HND,10.68
OXF,OXP,5.65
OXF,RAD,7.76
OXF,TAC,14.34
OXN,CAR,66.53
OXN,KEN,3.19
OXN,LAN,29.09
OXN,PNR,39.73
OXN,PRE,61.0
OXP,BIT,13.2
OXP,ISP,3.46
OXP,OXF,5.65
OXS,CLG,2.93
OXS,CSD,2.76
OXT,ECR,14.37
OXT,HUR,1.62
OXT,WOH,4.86
PAD,AML,6.28
PAD,BDS,22.63
PAD,DID,74.46
PAD,EAL,8.65
PAD,HXX,19.58
PAD,MAI,37.78
PAD,RDG,55.44
PAD,SLO,28.71
PAD,TWY,47.75
PAL,AAP,2.38
PAL,BOP,1.44
PAL,WIH,1.8
PAN,GOR,4.98
PAN,TLH,4.48
PAR,BOD,10.5
PAR,LOS,6.44
PAR,LUX,4.93
PAR,SAU,6.26
PAT,ECC,1.49
PAT,NLW,17.36
PBL,APB,3.66
PBL,BCB,4.96
PBL,HSC,2.31
PBO,DON,120.95
PBO,ELY,40.53
PBO,GRA,45.37
PBO,HUN,27.68
PBO,KGX,116.46
PBO,MCH,23.12
PBO,NNG,67.43
PBO,RET,94.69
PBO,SMD,17.54
PBO,SPA,24.6
PBO,SVG,74.95
PBO,WLE,9.32
PBO,YRK,163.74
PBR,BPK,2.77
PBR,FPK,15.91
PBR,HAT,7.58
PBR,HDW,3.39
PBR,NBA,5.58
PBR,WGC,11.57
PBY,CMN,19.31
PBY,FYS,12.62
PBY,KWL,7.39
PBY,LLE,6.06
PCD,BGN,5.54
PCD,LLR,4.38
PCD,PYC,7.44
PCN,HKH,1.58
PDG,BWD,2.03
PDG,WAC,2.82
PDW,BEG,2.69
PDW,MRN,7.3
PDW,TON,8.32
PEA,DBY,2.12
PEA,TUT,14.55
PEB,COB,6.16
PEB,NSB,3.41
PEB,PEV,1.29
PEG,MPT,2.97
PEG,WDD,7.31
PEM,ORR,2.64
PEM,WGW,2.88
PEN,DGL,0.63
PER,ACY,3.61
PER,MTA,1.7
PES,LBR,1.1
PES,LDN,0.99
PET,BKL,2.47
PET,CIT,2.23
PET,ORP,1.96
PEV,COB,7.43
PEV,HMD,3.86
PEV,NSB,4.69
PEV,PEB,1.29
PEW,HGD,19.68
PEW,NBY,31.7
PEW,TAU,99.36
PEW,WSB,30.95
PFL,GRY,5.92
PFL,RNM,5.15
PFM,DON,22.47
PFM,GLH,2.82
PFM,KNO,2.98
PFM,POT,1.21
PFM,WKK,12.43
PFR,MRP,10.84
PFR,SIE,12.6
PFY,BPN,4.85
PFY,KKM,9.82
PFY,LAY,2.97
PFY,PRE,21.13
PGM,BGD,2.43
PGM,GFF,1.55
PGM,HNG,2.6
PGN,TQY,3.29
PHG,AVY,1.5
PHG,DVY,7.8
PHR,EBR,7.96
PHR,LIH,2.61
PIN,CBK,3.72
PIN,EXC,4.5
PIN,EXD,5.16
PIT,BLA,9.9
PIT,DKD,18.82
PIT,KIN,45.96
PIT,PTH,38.93
PKG,STA,8.94
PKG,WVH,15.09
PKS,BSM,2.15
PKS,POO,2.45
PKT,HWW,0.91
PKT,SAA,2.15
PLC,AFK,9.1
PLC,HCN,8.43
PLD,AGT,1.7
PLD,FSG,1.0
PLD,HOV,2.43
PLD,SSE,4.67
PLD,SWK,2.26
PLE,GLC,2.19
PLE,QPK,0.6
PLG,BRK,5.99
PLG,EBN,6.28
PLG,GLY,13.04
PLG,HMD,3.63
PLG,LWS,17.36
PLK,DCG,1.79
PLK,DRN,2.22
PLM,KNF,4.38
PLM,LTG,3.13
PLN,ABD,9.25
PLN,STN,12.1
PLS,BMB,7.69
PLS,CYT,1.71
PLT,RHY,1.53
PLT,TIR,3.64
PLU,ABW,2.5
PLU,NFL,17.34
PLU,WWA,1.0
PLW,GLC,2.7
PLW,MAX,0.81
PLY,DPT,2.0
PLY,IVY,17.03
PLY,LSK,24.22
PLY,NTA,42.07
PLY,SBF,4.04
PLY,STS,5.71
PLY,TOT,32.87
PMA,EGG,9.36
PMA,UMB,4.97
PMB,LAM,2.35
PMB,PMD,3.21
PMD,PMB,3.21
PMH,PMS,1.2
PMH,RYP,7.4
PMP,CBR,4.52
PMP,HHE,9.09
PMP,WVF,5.77
PMR,CFT,2.81
PMR,DMK,1.4
PMR,EDW,1.25
PMR,NHD,1.21
PMR,QRP,0.93
PMS,FTN,1.21
PMS,PMH,1.2
PMT,FKG,4.79
PMT,FKK,4.87
PMT,LIN,7.47
PMW,CNW,6.28
PMW,LLF,4.23
PNA,MRB,4.82
PNA,TEN,1.89
PNC,ABH,2.43
PNC,CCC,7.0
PNE,KTH,0.94
PNE,SYH,2.35
PNF,BCK,2.22
PNF,HPE,3.1
PNL,HBP,2.44
PNL,WET,5.01
PNM,FMT,1.27
PNM,PYN,3.03
PNR,CAR,27.84
PNR,LAN,68.29
PNR,OXN,39.73
PNS,DBD,5.89
PNS,SLK,4.04
PNW,ANZ,0.61
PNW,SYD,1.17
PNY,DOL,4.63
PNY,LLO,5.25
PNZ,SER,8.3
POK,BMH,2.76
POK,CHR,2.96
POL,DIG,2.74
POL,SJP,1.53
PON,BMD,1.41
PON,ENL,3.16
PON,TOM,6.3
POO,BMH,8.45
POO,HAM,2.62
POO,PKS,2.45
POP,HMM,9.07
POP,YRK,4.15
POR,DMG,2.18
POR,TRH,1.83
POT,FEA,3.17
POT,PFM,1.21
PPD,ACY,5.14
PPD,CYS,16.66
PPD,TPN,11.36
PPD,TRF,1.43
PPD,TRH,2.99
PPK,ASF,0.57
PPK,GSC,1.69
PPL,AGV,13.21
PPL,CWM,4.6
PRA,PTW,0.82
PRA,TRN,4.56
PRB,ADC,3.02
PRB,MAC,4.11
PRE,BBN,15.1
PRE,BON,27.55
PRE,BPN,23.56
PRE,CRL,12.78
PRE,CSO,10.94
PRE,DGT,43.57
PRE,KIN,378.98
PRE,KKM,11.91
PRE,LAN,33.1
PRE,LEY,6.6
PRE,LOH,3.92
PRE,MCO,43.97
PRE,PFY,21.13
PRE,SLW,7.84
PRE,WGN,24.25
PRH,LLC,1.04
PRH,MFF,1.4
PRL,SIA,2.05
PRL,SOV,1.02
PRN,HRR,4.94
PRN,WKG,8.5
PRN,WTH,1.9
PRP,BTN,2.13
PRP,HHE,18.06
PRP,HOV,1.62
PRP,HSK,8.77
PRR,AYS,10.86
PRR,BIT,28.62
PRR,HDM,8.97
PRR,HWY,11.94
PRR,MRS,2.23
PRR,MYB,51.76
PRR,SDR,4.84
PRS,WEM,5.2
PRS,WTC,7.71
PRT,CTR,38.35
PRT,FLN,20.63
PRT,RHL,5.81
PRU,HEX,14.74
PRU,MCE,12.75
PRU,SKS,3.94
PRU,WYM,3.39
PRW,PYN,5.14
PRW,TRU,6.24
PRY,HSD,2.44
PRY,WTT,1.3
PSC,ECL,1.5
PSC,HUY,3.29
PSE,BEF,4.25
PSE,BSO,3.53
PSE,CHW,11.62
PSE,SFO,7.7
PSH,EVE,9.2
PSH,WOP,6.76
PSL,BEB,1.01
PSL,SPI,1.07
PSN,BMT,1.22
PSN,NLS,10.0
PST,LND,5.98
PST,WAF,2.88
PTA,BAJ,3.36
PTA,BGN,17.09
PTA,LLE,27.78
PTA,NTH,8.06
PTA,PYL,9.33
PTB,MER,2.41
PTB,TRD,1.76
PTC,CSA,4.05
PTC,FRM,4.78
PTD,LLH,3.74
PTD,PTF,7.58
PTF,AMF,1.9
PTF,FFA,10.42
PTF,LLE,16.24
PTF,PTD,7.58
PTG,BGS,1.4
PTG,BPT,12.24
PTG,GKC,4.13
PTG,WDL,2.16
PTG,WNL,3.58
PTH,DBL,39.77
PTH,DEE,29.7
PTH,DKD,20.16
PTH,GLE,22.23
PTH,ING,24.58
PTH,LDY,23.64
PTH,PIT,38.93
PTH,STG,43.11
PTK,CHC,2.5
PTK,EXG,1.83
PTK,HYN,1.16
PTL,KNS,1.12
PTL,NIT,1.07
PTM,CCC,7.05
PTM,MFF,3.36
PTR,HAV,17.18
PTR,HSL,18.0
PTR,LIS,5.31
PTR,RLN,12.79
PTT,NEI,5.82
PTT,WCR,1.55
PTW,AYR,4.89
PTW,NOA,3.15
PTW,PRA,0.82
PTW,TRN,5.22
PUL,AMY,6.98
PUL,BIG,7.93
PUL,HRH,18.35
PUO,PUR,1.48
PUO,SCY,1.81
PUR,CDS,2.93
PUR,ECR,4.44
PUR,HOR,19.04
PUR,KLY,1.66
PUR,PUO,1.48
PUR,RDH,11.41
PUR,RHM,0.92
PUR,SCY,3.17
PUT,BNS,1.8
PUT,CLJ,3.22
PUT,RMD,5.86
PUT,WNT,1.96
PWE,LGS,0.75
PWE,SHL,0.59
PWL,ABH,3.09
PWW,CMY,1.56
PWW,GLC,4.85
PWW,KNS,1.89
PWW,THB,1.57
PWY,FIT,2.33
PWY,STJ,16.25
PYC,CDF,15.72
PYC,LLR,3.65
PYC,PCD,7.44
PYE,CDF,15.09
PYE,ROR,2.65
PYG,BPT,7.77
PYG,GLC,10.51
PYG,HLE,4.43
PYG,HLW,3.44
PYG,IRV,30.63
PYG,JHN,5.14
PYG,PYJ,1.24
PYJ,BPT,6.68
PYJ,PYG,1.24
PYL,BGN,8.75
PYL,PTA,9.33
PYN,PNM,3.03
PYN,PRW,5.14
PYN,TRU,10.91
PYP,BYC,5.11
PYP,DWD,2.09
PYT,ADC,3.43
PYT,BML,2.13
QBR,KML,6.0
QBR,SSS,2.89
QBR,SWL,2.94
QPK,COI,0.71
QPK,PLE,0.6
QPW,KBN,0.98
QPW,KNL,1.36
QRB,CLJ,1.99
QRB,VXH,2.1
QRP,PMR,0.93
QRP,SBM,1.58
QRP,SQE,2.18
QUI,NQY,3.48
QUI,SCR,6.33
QYD,ACY,1.8
QYD,MEV,3.04
RAD,CUM,3.62
RAD,DID,8.37
RAD,OXF,7.76
RAI,GLM,4.8
RAI,NGT,4.23
RAI,SIT,8.99
RAM,BSR,2.9
RAM,CBW,23.85
RAM,DMP,1.47
RAM,MSR,6.31
RAM,SDW,9.06
RAN,BRO,22.09
RAN,CRR,10.78
RAU,ANC,5.3
RAU,SLR,3.3
RAV,BOC,7.32
RAV,DRI,3.26
RAV,MLM,18.43
RAV,SEL,9.45
RAY,MOT,1.71
RAY,NEM,1.89
RAY,SUR,5.47
RAY,WIM,2.12
RBR,BAT,8.21
RBR,ETC,3.4
RCA,CKY,2.88
RCA,ROR,2.1
RCC,MBR,11.34
RCC,RCE,1.43
RCC,SBK,7.71
RCC,SLB,7.22
RCD,CAS,2.62
RCD,LTL,5.32
RCD,MCV,14.88
RCD,SMB,3.66
RCD,TOD,12.05
RCE,LGK,2.62
RCE,RCC,1.43
RDA,CFN,0.97
RDA,MTP,0.82
RDB,MBK,2.71
RDB,ROM,8.23
RDB,TTN,0.87
RDC,ALV,4.68
RDD,SNR,1.78
RDD,UWL,3.07
RDF,BIN,5.7
RDF,NET,3.21
RDF,NOT,7.4
RDG,BMY,15.6
RDG,BRI,111.56
RDG,BSK,22.65
RDG,CLC,115.06
RDG,DID,25.26
RDG,EAR,4.22
RDG,GLD,36.72
RDG,MOR,10.61
RDG,NBY,25.27
RDG,PAD,55.44
RDG,PEW,56.93
RDG,RDW,1.33
RDG,SLO,27.0
RDG,SWI,57.56
RDG,TAU,156.03
RDG,THE,7.68
RDG,TLH,4.26
RDG,TWY,7.75
RDG,WKM,10.41
RDG,WNS,7.31
RDH,ECR,15.84
RDH,ELD,1.47
RDH,GTW,9.32
RDH,HOR,7.95
RDH,MHM,2.88
RDH,NUF,2.69
RDH,PUR,11.41
RDH,REI,2.65
RDM,CRB,3.61
RDM,SKS,3.46
RDN,ABY,3.51
RDN,BNT,2.65
RDN,MAN,5.69
RDN,RRB,1.43
RDR,CDF,6.55
RDR,DCT,2.03
RDR,LLN,1.59
RDR,TAF,2.89
RDT,ELS,4.42
RDT,SAC,7.3
RDW,MOR,9.79
RDW,RDG,1.33
RDW,THE,6.36
REC,HAC,1.25
REC,SKW,0.78
RED,CBN,5.69
RED,PNZ,25.11
RED,SER,17.04
RED,TRU,11.95
REE,BYA,5.55
REE,CNY,3.5
REE,GYM,12.12
REE,HAD,5.81
REE,OUN,14.31
REI,BTO,4.45
REI,DPD,8.42
REI,RDH,2.65
RET,DON,26.25
RET,GBL,14.28
RET,GNB,15.1
RET,GRA,49.82
RET,KGX,206.2
RET,NNG,27.75
RET,WRK,11.61
RFD,HOC,3.85
RFD,SIA,1.46
RFY,BEB,1.76
RFY,BKC,1.88
RFY,GNL,1.21
RGL,LTV,12.7
RGL,RGT,1.81
RGL,STA,13.49
RGT,HNF,6.64
RGT,RGL,1.81
RGW,BBN,3.73
RGW,LHO,3.43
RHD,DNT,8.52
RHD,HIR,7.35
RHI,BCG,0.73
RHI,WHT,0.57
RHL,AGL,6.76
RHL,CWB,15.9
RHL,PRT,5.81
RHM,CDN,1.3
RHM,PUR,0.92
RHO,TYC,2.53
RHO,VAL,6.4
RHY,PLT,1.53
RIA,BRY,4.6
RIA,LWM,9.52
RIC,CLW,3.48
RIC,HOH,11.67
RID,APG,2.65
RID,LID,2.96
RID,WOB,4.18
RIL,FAZ,2.16
RIL,KKD,2.3
RIS,BBN,4.32
RIS,CTW,2.42
RKT,MGM,10.86
RKT,SLR,5.49
RLG,HOC,4.33
RLG,WIC,6.3
RLN,HAV,4.53
RLN,PTR,12.79
RMB,BFF,5.66
RMB,DWD,2.58
RMC,MHS,3.92
RMC,SWN,7.01
RMD,BNS,4.2
RMD,CLJ,9.06
RMD,KWG,1.96
RMD,NSH,1.04
RMD,PUT,5.86
RMD,SMG,1.61
RMD,TWI,2.41
RMF,CTH,3.83
RMF,EMP,2.67
RMF,GDP,1.76
RMF,SNF,11.89
RMF,SRA,13.45
RMF,SVK,6.13
RML,BDY,1.68
RML,MPL,2.59
RML,RSH,2.19
RML,WLY,1.7
RNF,KIR,8.25
RNF,UPL,3.42
RNH,HUY,5.14
RNH,LEG,3.03
RNH,WHN,2.02
RNM,DDK,3.32
RNM,PFL,5.15
RNR,CMR,1.42
RNR,GNT,6.64
RNR,NWA,12.6
ROB,BGE,2.53
ROB,HUY,0.86
ROB,WAV,4.51
ROC,BGL,3.4
ROC,SCR,8.13
ROE,WPE,0.36
ROE,ZCW,0.36
ROG,GOL,10.28
ROG,LRG,14.38
ROL,FSK,1.08
ROL,NCT,5.94
ROM,CFR,7.69
ROM,DBG,5.93
ROM,RDB,8.23
ROM,SAL,23.57
ROM,SOU,10.98
ROO,BIF,2.1
ROO,DLT,4.46
ROR,PYE,2.65
ROR,RCA,2.1
ROS,DFE,2.97
ROS,INK,2.28
ROW,CRA,4.13
ROW,LGG,2.54
ROW,OHL,1.86
ROW,SGB,4.36
RRB,BLV,0.72
RRB,RDN,1.43
RRN,SPR,3.51
RRN,SPS,2.01
RSG,ACR,6.87
RSG,BUB,1.67
RSG,BYM,2.2
RSG,HPN,2.33
RSH,RML,2.19
RSN,BWK,14.36
RSN,DUN,25.65
RTN,ALX,1.72
RTN,DLR,2.61
RTR,BMS,34.18
RTR,CTM,0.95
RTR,LBG,43.36
RTR,MEP,10.64
RTR,SAY,23.69
RTR,SOO,1.41
RTR,SOR,9.18
RUA,CRK,3.39
RUA,WRX,10.37
RUE,FRD,5.18
RUE,WBQ,7.72
RUF,BCJ,4.66
RUF,CSO,4.1
RUG,COV,18.01
RUG,LBK,14.57
RUG,MKC,50.25
RUG,NMP,28.19
RUG,NUN,21.85
RUG,SOT,93.96
RUN,ACB,12.16
RUN,CRE,34.4
RUN,FRD,4.88
RUN,LIV,17.57
RUN,LPY,10.18
RUS,SLH,2.46
RUS,WTB,1.79
RUT,BDG,2.22
RUT,CBL,2.73
RUT,CML,3.39
RUT,DAK,1.32
RUT,UDD,7.87
RVB,BEC,1.39
RVB,SRT,1.14
RVN,DEW,2.35
RVN,MIR,2.43
RWC,GOO,5.97
RWC,SNI,4.48
RYB,SBR,5.13
RYB,TUL,8.27
RYD,RYP,0.7
RYD,RYR,0.97
RYE,APD,10.81
RYE,TOK,10.02
RYE,WSE,2.87
RYH,BXB,2.75
RYH,SMT,2.07
RYN,BXB,4.55
RYN,HWN,4.1
RYP,PMH,7.4
RYP,RYD,0.7
RYR,BDN,5.27
RYR,RYD,0.97
RYR,SAB,1.47
RYS,AWM,6.19
RYS,BDK,12.87
RYS,CBG,19.33
RYS,LET,16.06
RYS,MEL,4.85
SAA,PKT,2.15
SAB,BDN,3.83
SAB,RYR,1.47
SAC,HPD,7.36
SAC,RDT,7.3
SAC,STP,28.15
SAC,WHP,24.31
SAD,BHM,8.39
SAD,DDP,3.12
SAD,SGB,2.25
SAD,WVH,11.44
SAE,BIY,3.16
SAE,SHY,1.39
SAF,ELD,2.9
SAF,HOR,3.67
SAH,HXM,4.59
SAH,NRW,7.85
SAJ,HGR,2.32
SAJ,LEW,0.74
SAJ,NWX,1.06
SAL,ADV,26.96
SAL,DEN,12.4
SAL,GRT,17.04
SAL,ROM,23.57
SAL,TIS,19.09
SAL,WMN,29.96
SAM,GBD,5.86
SAM,GOO,4.65
SAN,BDN,2.92
SAN,LKE,1.19
SAR,AVN,1.41
SAR,SVB,5.66
SAS,AFV,2.71
SAS,SQU,2.92
SAT,ACC,1.11
SAT,GUN,0.95
SAU,BOD,14.84
SAU,PAR,6.26
SAU,TRU,21.3
SAV,LPW,16.36
SAV,STY,1.88
SAW,BIS,5.83
SAW,HWM,3.29
SAW,HWN,5.82
SAX,DSM,6.85
SAX,WCM,9.45
SAY,BMS,10.5
SAY,EYN,4.19
SAY,FNR,4.69
SAY,LBG,21.57
SAY,OTF,9.13
SAY,RTR,23.69
SAY,SMY,4.3
SAY,VIC,24.53
SBE,HGT,2.47
SBE,KNA,2.28
SBF,DPT,2.79
SBF,KEY,1.4
SBF,PLY,4.04
SBF,STS,1.73
SBJ,CRA,3.83
SBJ,HAG,2.94
SBJ,KID,10.03
SBJ,LYE,1.83
SBJ,SBT,1.04
SBJ,SGB,12.01
SBK,MBR,3.78
SBK,RCC,7.71
SBM,LBG,2.83
SBM,QRP,1.58
SBP,HDN,1.48
SBP,WMB,1.69
SBR,FTW,13.63
SBR,RYB,5.13
SBS,CKL,5.49
SBS,NRT,4.28
SBS,SEL,9.94
SBT,SBJ,1.04
SBU,EDR,2.67
SBU,TUR,2.72
SBV,BFE,5.43
SBV,KEY,1.52
SBY,BUH,32.44
SBY,DON,29.57
SBY,GRF,20.98
SBY,HOW,13.5
SBY,LDS,31.82
SBY,SIE,11.22
SBY,SOM,12.29
SBY,WRS,9.23
SBY,YRK,19.52
SCA,SEM,4.4
SCF,ADD,3.05
